Movie_Title,Movie_ID,ListOfCertificate
Love Affair,110391,PG-13
Harold & Kumar Go to White Castle,366551,R
Simon Birch,124879,PG
Crimes and Misdemeanors,97123,PG-13
Sugar Hill,107079,R
Posse,107863,R
That Darn Cat,120317,PG
An Ideal Husband,122541,PG-13
Paranormal Activity: The Ghost Dimension,2473510,R
Some Kind of Wonderful,94006,PG-13
Fright Night,1438176,R
Flight of the Navigator,91059,PG
Galapagos,273622,
The Fan,116277,R
Prancer,98115,G
The Apartment,53604,
Frost/Nixon,870111,R
Aquamarine,429591,PG
Alice Doesn't Live Here Anymore,71115,PG
Man on a Ledge,1568338,PG-13
The Boatniks,65482,G
CHIPS,493405,R
Paradise,102631,PG-13
Geronimo: An American Legend,107004,PG-13
The Quick and the Dead,114214,R
Windwalker,81760,PG
Anywhere But Here,149691,PG-13
Blame It on Rio,86973,R
The Ninth Gate,142688,R
Michael Jordan to the Max,245280,
Casualties of War,97027,R
Becoming Jane,416508,"PG-13,PG"
Her Alibi,97500,PG
The Reivers,64886,"PG-13,M"
Eye in the Sky,2057392,R
The Choice,3797868,PG-13
Year of the Dragon,90350,R
Kazaam,116756,PG
The Seventh Sign,96073,R
Georgia Rule,791304,R
Untamed Heart,108451,PG-13
Cocoon: The Return,94890,PG
The Odd Couple II,120773,PG-13
Two Brothers,338512,PG
Haywire,1506999,R
Exodus,53804,
Pete 'n' Tillie,69080,PG
The Replacement Killers,120008,R
The Octagon,81259,R
Unplanned,9024106,R
Rollerball,246894,"PG-13,R"
Sniper,108171,R
Beneath the Planet of the Apes,65462,G
The Boys from Brazil,77269,R
Bed of Roses,115644,PG
Mortal Thoughts,102469,R
The Impossible,1649419,PG-13
Mommie Dearest,82766,"R,PG"
"I, Frankenstein",1418377,PG-13
Johnny Mnemonic,113481,R
Waitress,473308,PG-13
Remember Me,1403981,PG-13
The Four Musketeers: Milady's Revenge,73012,PG
The Bad News Bears in Breaking Training,75718,PG
Race,3499096,PG-13
Mother,117091,PG-13
Shaun the Sheep Movie,2872750,PG
Blaze,96943,R
The Producers,395251,PG-13
Hart's War,251114,R
Wonder Boys,185014,R
Doug's 1st Movie,187819,G
Oceans,765128,G
Five Easy Pieces,65724,R
House,91223,R
Friday the 13th Part VI: Jason Lives,91080,R
It Takes Two,113442,PG
Beautiful Creatures,1559547,PG-13
Timeline,300556,PG-13
Léon: The Professional,110413,R
Valiant,361089,G
The Late Great Planet Earth,79445,PG
Hero,104412,PG-13
The Eagle,1034389,PG-13
Igor,465502,PG
The Professionals,60862,"PG-13,GP"
La Dolce Vita,53779,
8 Seconds,109021,PG-13
Astro Boy,375568,PG
The Serpent and the Rainbow,96071,R
The Life of David Gale,289992,R
Nine Lives,4383594,PG
Tucker: The Man and His Dream,96316,PG
Summer Catch,234829,PG-13
Reign Over Me,490204,R
Skin Deep,98343,R
Broken City,1235522,R
Man of the House,331933,PG-13
Middle School: The Worst Years of My Life,4981636,PG
Assault on Precinct 13,398712,R
Barefoot in the Park,61385,G
Eyes of Laura Mars,77530,R
Escape to Witch Mountain,72951,G
"Mother, Jugs & Speed",74923,PG
Shane,46303,
Taking Care of Business,103035,R
Prelude to a Kiss,105165,PG-13
Down to You,186975,PG-13
NASCAR: The IMAX Experience,353774,PG
The Fly II,97368,R
The Presidio,95897,R
With Honors,111732,PG-13
Life of Brian,79470,R
Only You,110737,PG
Flipper,116322,PG
Booty Call,118750,R
An Innocent Man,97579,R
The Glimmer Man,116421,R
Multiplicity,117108,PG-13
Juice,104573,R
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,116126,R
Fire in the Sky,106912,PG-13
My Favorite Year,84370,PG
UglyDolls,1946502,PG
Big Miracle,1430615,PG
Homefront,2312718,R
The NeverEnding Story,88323,PG
Down with Love,309530,PG-13
Dracula,79073,R
"Corrina, Corrina",109484,PG
Brick Mansions,1430612,PG-13
Gone Baby Gone,452623,R
Showgirls,114436,"NC-17,R"
Hot Dog... The Movie,87425,R
Reno 911!: Miami,499554,R
Code of Silence,88936,R
Sudden Death,114576,R
Sgt. Pepper's Lonely Hearts Club Band,78239,PG
Valentine,242998,R
A Prairie Home Companion,420087,PG-13
The Three Musketeers,1509767,PG-13
F.I.S.T.,77531,PG
Duel in the Sun,38499,
The Groove Tube,71583,"R,X"
Hello Again,93175,PG
Little Black Book,361841,PG-13
La Cage aux Folles,77288,R
The In-Laws,314786,PG-13
The Final Conflict,82377,R
Gamer,1034032,R
Top Secret!,88286,PG
The Circle,4287320,PG-13
Porky's Revenge,89826,R
Chain Reaction,115857,PG-13
Keanu,4139124,R
SuperFly,7690670,R
The Invisible,435670,PG-13
F/X,89118,R
Sleepless,2072233,R
The Kids Are All Right,842926,R
The Hills Have Eyes 2,800069,R
This Is the Army,36430,
Paul Blart: Mall Cop,1114740,"PG-13,PG"
Grand Prix,60472,
Shorts,1100119,PG
Jason's Lyric,110186,R
Super Mario Bros.,108255,PG
Mr. Baseball,104926,PG-13
Proud Mary,6421110,R
The Apple Dumpling Gang Rides Again,78790,G
Intersection,110146,R
High School High,116531,PG-13
Quest for Fire,82484,R
The Man with the Golden Gun,71807,PG
A Room with a View,91867,
The X Files: I Want to Believe,443701,PG-13
Looney Tunes: Back in Action,318155,PG
Reality Bites,110950,PG-13
Flicka,434215,PG
Fantastic Mr. Fox,432283,PG
National Lampoon's Van Wilder,283111,R
Aloha,1243974,PG-13
Flight of the Phoenix,377062,PG-13
Iron Will,110157,PG
Ragtime,82970,PG
Phantom Thread,5776858,R
Cujo,85382,R
Christine,85333,R
The Air Up There,109067,PG
Straight Talk,105481,PG
Torque,329691,PG-13
Amazing Grace,454776,PG
Coneheads,106598,PG
Mechanic: Resurrection,3522806,R
The Black Cauldron,88814,PG
Dream House,1462041,PG-13
Conan the Barbarian,816462,R
The Bells of St. Mary's,37536,
The King and I,49408,G
To Die For,114681,R
Raising Cain,105217,R
Shaft,4463894,R
Waist Deep,456020,R
Skyline,1564585,PG-13
The Fog,80749,R
Mr. Magoo,119718,PG
Mars Needs Moms,1305591,PG
The Place Beyond the Pines,1817273,R
Cold Creek Manor,331468,R
When a Stranger Calls,80130,R
A Very Brady Sequel,118073,PG-13
Quigley Down Under,102744,PG-13
The Darkest Hour,1093357,PG-13
The Adventures of Ford Fairlane,98987,R
Rhinestone,88001,PG
Tough Guys,92105,PG
Toys,105629,PG-13
Psycho,155975,R
Your Highness,1240982,R
The Quest,117420,PG-13
Short Circuit 2,96101,PG
Like Water for Chocolate,103994,R
The Rookie,100514,R
Buck Rogers in the 25th Century,77278,PG
The Russians Are Coming the Russians Are Coming,60921,
Overlord,4530422,R
Biker Boyz,326769,PG-13
The Green Berets,63035,G
The Player,105151,R
The Bachelor,120596,PG-13
Shining Through,105391,R
In Search of the Castaways,56095,G
Marathon Man,74860,R
The Caine Mutiny,46816,
Friday the 13th Part 2,82418,R
Ricochet,102789,R
The Big Wedding,1931435,R
The Postman,110877,PG
A Lot Like Love,391304,PG-13
A Soldier's Story,88146,PG
Mr. 3000,339412,PG-13
Only the Lonely,102598,PG-13
My Little Pony: The Movie,4131800,PG
Love Don't Cost a Thing,337592,PG-13
Hellboy,2274648,R
Old Yeller,50798,G
Joy Ride,206314,R
Friday the 13th: A New Beginning,89173,R
Victor/Victoria,84865,PG
Victoria & Abdul,5816682,PG-13
Billy Elliot,249462,"PG-13,R"
Pink Floyd: The Wall,84503,R
Adaptation.,268126,R
For the Love of Benji,76044,G
Benji the Hunted,92638,G
Deuce Bigalow: European Gigolo,367652,R
The Lion in Winter,63227,PG
My Fellow Americans,117119,PG-13
The Borrowers,118755,PG
Project Almanac,2436386,PG-13
Blue Chips,109305,PG-13
Edtv,131369,PG-13
At First Sight,132512,PG-13
Stuber,7734218,R
The Bye Bye Man,4030600,PG-13
Red Corner,119994,R
The Alamo,318974,PG-13
The First Power,99578,R
License to Drive,95519,PG-13
City by the Sea,269095,R
In Search of Historic Jesus,80919,G
Magnolia,175880,R
My Bodyguard,81207,PG
Lucky Number Slevin,425210,R
Hitman: Agent 47,2679042,R
Fame,1016075,PG
War,499556,R
Captain Ron,103924,PG-13
Frankie and Johnny,101912,R
The Warriors,80120,R
A Dog's Journey,8385474,PG
Missing in Action,87727,R
Prime,387514,"PG-13,R"
On Her Majesty's Secret Service,64757,"M,PG"
Won't You Be My Neighbor?,7681902,PG-13
Raising Arizona,93822,PG-13
Two for the Money,417217,R
Beloved,120603,R
Being John Malkovich,120601,R
Rounders,128442,R
Guilty as Sin,107057,R
Crimes of the Heart,90886,PG-13
Ella Enchanted,327679,PG
Revolutionary Road,959337,R
Love Happens,899106,PG-13
The Care Bears Movie,88885,G
"Goodbye, Columbus",64381,"R,PG"
The Remains of the Day,107943,PG
D3: The Mighty Ducks,116000,PG
Fighting with My Family,6513120,PG-13
The Long Riders,81071,R
The Russia House,100530,R
American Gigolo,80365,R
The Program,107889,R
Transcendence,2209764,PG-13
The Players Club,119905,R
Constellation,315431,PG-13
Bulletproof Monk,245803,PG-13
Whiskey Tango Foxtrot,3553442,R
Circle of Friends,112679,PG-13
Eight Crazy Nights,271263,PG-13
Fighting,1082601,PG-13
Boys on the Side,112571,R
Hoodlum,119311,R
Caligula,80491,"R,X"
Ernest Goes to Camp,92974,PG
Traitor,988047,PG-13
Hotel Rwanda,395169,PG-13
Oscar,102603,PG
The Losers,480255,PG-13
How to Make an American Quilt,113347,PG-13
Kevin Hart: What Now?,4669186,R
Night Shift,84412,R
My Blue Heaven,100212,PG-13
Agent Cody Banks 2: Destination London,358349,PG
Sixteen Candles,88128,PG
Hot Fuzz,425112,R
The Wicker Man,450345,PG-13
Some Kind of Hero,83107,R
The Owl and the Pussycat,66195,"R,PG"
Two of a Kind,86494,PG
Good Burger,119215,PG
Santa Claus: The Movie,89961,PG
Beyond and Back,77229,G
House of Wax,45888,GP
Lionheart,100029,R
Striking Distance,108238,R
The Adventures of Huck Finn,106223,PG
Clerks II,424345,R
Tom and Huck,112302,PG
Tinker Tailor Soldier Spy,1340800,R
Iron Eagle,91278,PG-13
The People Under the Stairs,105121,R
Dead Presidents,112819,R
Lord of War,399295,R
Hearts in Atlantis,252501,PG-13
The Spy Next Door,1273678,PG
Bronco Billy,80472,PG
Bridget Jones's Baby,1473832,R
Across the Universe,445922,PG-13
Dolores Claiborne,109642,R
Hoffa,104427,R
Quo Vadis,43949,
Renaissance Man,110971,PG-13
Class Action,101590,R
In the Heat of the Night,61811,
Arlington Road,137363,R
Ice Princess,396652,G
Elektra,357277,PG-13
The Strangers: Prey at Night,1285009,R
15 Minutes,179626,R
Lucky Lady,73317,PG
Sparkle,1876451,PG-13
Downsizing,1389072,R
The Emerald Forest,89087,R
Jesus Christ Superstar,70239,G
Sling Blade,117666,R
Don Jon,2229499,R
Fly Away Home,116329,PG
Waking Ned Devine,166396,PG
Gifted,4481414,PG-13
From Russia with Love,57076,"GP,PG"
Quiz Show,110932,PG-13
Thank You for Smoking,427944,R
Our Idiot Brother,1637706,R
Season of the Witch,479997,PG-13
Never Back Down,1023111,PG-13
Fright Night,89175,R
Catch-22,65528,R
The Craft,115963,R
Kingpin,116778,"PG-13,R"
Invasion of the Body Snatchers,77745,PG
The November Man,2402157,R
Fritz the Cat,68612,X
Thunderbolt and Lightfoot,72288,R
In the Name of the Father,107207,R
Logan's Run,74812,PG
Enter the Dragon,70034,R
Some Like It Hot,53291,
The Hills Have Eyes,77681,R
Piranha 3D,464154,R
Grindhouse,462322,R
Little Man Tate,102316,PG
Wyatt Earp,111756,PG-13
In the Heart of the Sea,1390411,PG-13
The Wood,161100,R
Ernest Goes to Jail,99512,PG
Navy Seals,100232,R
Alpha and Omega,1213012,PG
Irma la Douce,57187,
Winchester,1072748,PG-13
Midnight in the Garden of Good and Evil,119668,R
Jersey Girl,300051,"PG-13,R"
Sweet November,230838,PG-13
Top Five,2784678,R
The Transporter,293662,PG-13
The Woman in Red,88414,PG-13
The Great Race,59243,
Heartburn,91188,R
Can't Hardly Wait,127723,PG-13
Boyhood,1065073,R
The Absent Minded Professor,54594,G
Tin Men,94155,R
Ex Machina,470752,R
The International,963178,R
The Fourth Kind,1220198,PG-13
Dark Water,382628,PG-13
Escape from L.A.,116225,R
My Father the Hero,110612,PG
Mon Pere Ce Heros,102465,
Mimic,119675,R
A Nightmare on Elm Street,87800,R
Serenity,379786,PG-13
The Art of Racing in the Rain,1478839,PG
All About the Benjamins,278295,R
Halloween II,82495,R
Funny Farm,95188,PG
W.,1175491,PG-13
The Muppets Take Manhattan,87755,G
Memento,209144,R
Captain Corelli's Mandolin,238112,R
The Last Dragon,89461,PG-13
Only When I Laugh,82853,R
Candyman,103919,R
Down Periscope,116130,PG-13
The Lazarus Effect,2918436,PG-13
Betrayed,94731,R
That Thing You Do!,117887,PG
Frida,120679,R
Murder at 1600,119731,R
Shadowlands,108101,PG
Æon Flux,402022,PG-13
Alex Cross,1712170,PG-13
Cactus Flower,64117,M
Innerspace,93260,PG
The Hard Way,102004,R
Leap Year,1216492,PG
"Yours, Mine and Ours",63829,
The Cotton Club,87089,R
Shutter,482599,PG-13
The Nanny Diaries,489237,PG-13
Freaky Friday,76054,G
Magic,77889,R
Chariots of the Gods,65702,G
Demetrius and the Gladiators,46899,
The World's End,1213663,R
Howards End,104454,PG
The Descent,435625,R
The Adventures of Rocky & Bullwinkle,131704,PG
Searching,7668870,PG-13
The Exorcist III,99528,R
I.Q.,110099,PG
That Awkward Moment,1800246,R
North Dallas Forty,79640,R
House Party,99800,R
Boogie Nights,118749,R
Ben-Hur,2638144,PG-13
One for the Money,1598828,PG-13
Street Kings,421073,R
First Kid,116311,PG
Run All Night,2199571,R
Book of Shadows: Blair Witch 2,229260,R
Sinbad: Legend of the Seven Seas,165982,PG
Blast from the Past,124298,PG-13
The Woman in Black 2: Angel of Death,2339741,PG-13
An American Werewolf in Paris,118604,R
Bulworth,118798,R
The Born Losers,61420,PG
Harriet the Spy,116493,PG
Basic,264395,R
The Forest,3387542,PG-13
Machete,985694,R
El Cid,54847,
Event Horizon,119081,R
The Host,1517260,PG-13
In Like Flynn,5303442,R
Winnie the Pooh,1449283,G
Superhero Movie,426592,PG-13
Baby Boom,92605,PG
Prizzi's Honor,89841,R
Overboard,93693,PG
Bio-Dome,115683,PG-13
Guarding Tess,109951,PG-13
The Best of Me,1972779,PG-13
Garden State,333766,R
The Story of Us,160916,R
Fast Times at Ridgemont High,83929,R
Joe Dirt,245686,"PG-13,M"
The Musketeer,246544,PG-13
All Dogs Go to Heaven,96787,G
Cloud Atlas,1371111,R
The Jazz Singer,80948,PG
Brooklyn's Finest,1210042,R
Baby Geniuses,118665,PG
Airplane II: The Sequel,83530,PG
A Passage to India,87892,PG
Nobody,7888964,R
The Muppet Christmas Carol,104940,G
No Escape,1781922,R
Someone Like You,244970,PG-13
High Fidelity,146882,R
Fantasy Island,983946,PG-13
Midsommar,8772262,R
Dallas Buyers Club,790636,R
Brown Sugar,297037,PG-13
Florence Foster Jenkins,4136084,PG-13
Desperately Seeking Susan,89017,PG-13
Love & Basketball,199725,PG-13
The Last Witch Hunter,1618442,PG-13
Friday,113118,R
Now and Then,114011,PG-13
Memphis Belle,100133,PG-13
The Brothers,250274,R
My Life,107630,PG-13
Poetic Justice,107840,R
Do the Right Thing,97216,R
Crank,479884,R
Beastly,1152398,PG-13
Moonlight,4975722,R
Slap Shot,76723,R
Menace II Society,107554,R
The Rescuers Down Under,100477,G
The Hindenburg,73113,PG
Out to Sea,119848,PG-13
Loaded Weapon 1,107659,PG-13
Grosse Pointe Blank,119229,R
Police Academy 4: Citizens on Patrol,93756,PG
That Darn Cat!,59793,G
Cannonball Run II,87032,PG
Johnny English,274166,PG
The Ant Bully,429589,PG
Abduction,1600195,PG-13
Happy Death Day 2U,8155288,PG-13
Doom,419706,R
"20,000 Leagues Under the Sea",46672,G
Taxi Driver,75314,R
The Prince and Me,337697,PG
After the Sunset,367479,PG-13
Ernest Saves Christmas,95107,PG
The Shawshank Redemption,111161,R
A Man for All Seasons,60665,G
The Nut Job 2: Nutty by Nature,3486626,PG
High Road to China,85678,PG
The Crocodile Hunter: Collision Course,305396,PG
The Carpetbaggers,57917,PG
Garfield: A Tail of Two Kitties,455499,PG
Stop! Or My Mom Will Shoot,105477,PG-13
Employee of the Month,424993,PG-13
House Calls,77699,PG
Point Break,2058673,PG-13
Mr. Brooks,780571,R
Molly's Game,4209788,R
Baby Boy,255819,R
Capote,379725,R
The Last Starfighter,87597,PG
Deceived,101694,PG-13
Kick-Ass 2,1650554,R
Draft Day,2223990,PG-13
Zoolander 2,1608290,PG-13
Samson and Delilah,41838,
"Girl, Interrupted",172493,R
In the Army Now,110123,PG
The Five-Year Engagement,1195478,R
L.A. Story,102250,PG-13
One Direction: This Is Us,2515086,PG
The Dream Team,97235,PG-13
The Guns of Navarone,54953,
The Insider,140352,R
Chimpanzee,1222815,G
Spy Hard,117723,PG-13
James and the Giant Peach,116683,PG
The Watcher,204626,R
The New Guy,241760,PG-13
3 Ninjas,103596,PG
Rent,294870,PG-13
The Last Picture Show,67328,R
The Object of My Affection,120772,R
The Mechanic,472399,R
The Stepfather,814335,PG-13
Priest,822847,PG-13
Nanny McPhee Returns,1415283,PG
Fort Apache the Bronx,82402,R
Wild Things,120890,R
The Rose,79826,R
Madeline,123987,PG
The Hate U Give,5580266,PG-13
Harry and the Hendersons,93148,PG
Mystery Men,132347,PG-13
Teen Titans GO! To the Movies,7424200,PG
Serpico,70666,R
Green Card,99699,PG-13
Grudge Match,1661382,PG-13
Hostiles,5478478,R
A Nightmare on Elm Street 2: Freddy's Revenge,89686,R
Neighbors,82801,R
White Christmas,47673,
Airport '77,75648,PG
Rollerball,73631,R
"I, Tonya",5580036,R
Spartacus,54331,PG-13
Hollywood Homicide,329717,PG-13
The Gods Must Be Crazy,80801,PG
The Iron Lady,1007029,PG-13
Sophie's Choice,84707,R
Point of No Return,107843,R
Road House,98206,R
The Bank Job,200465,R
Revenge of the Nerds II: Nerds in Paradise,93857,PG-13
Dragonfly,259288,PG-13
Daybreakers,433362,R
Queen of the Damned,238546,R
Free Willy 2: The Adventure Home,113114,PG
Elizabeth,127536,R
Jay and Silent Bob Strike Back,261392,R
The Mountain Between Us,2226597,PG-13
Halloween: Resurrection,220506,R
Underworld: Blood Wars,3717252,R
Sgt. Bilko,117608,PG
The Champ,78950,PG
Uncommon Valor,86508,R
"Hail, Caesar!",475290,PG-13
From Here to Eternity,45793,
Sleepwalkers,105428,R
Get on Up,2473602,PG-13
The Sitter,1366344,R
Slender Man,5690360,PG-13
An American Werewolf in London,82010,R
Holmes & Watson,1255919,PG-13
Deliver Us from Evil,814075,
Deliver Us from Evil,2377322,R
Blank Check,109287,PG
Open Water,374102,R
Super Troopers 2,859635,R
Major League II,110442,PG
Superstar,167427,PG-13
Dogma,120655,R
Predator 2,100403,R
Delivery Man,2387559,PG-13
Chef,2883512,R
Young Doctors in Love,84938,R
The Legend of Bagger Vance,146984,PG-13
Mirrors,790686,R
The Pirates! Band of Misfits,1430626,PG
3 Days to Kill,2172934,PG-13
Random Hearts,156934,R
Air America,99005,R
Picture Perfect,119896,PG-13
Crimson Peak,2554274,R
High Anxiety,76141,PG
Camelot,61439,G
Those Magnificent Men in Their Flying Machines or How I Flew from London to Paris in 25 Hours 11 Minutes,59797,"PG,G"
True Grit,65126,"M,G"
Charlie St. Cloud,1438254,PG-13
How High,278488,R
A Perfect World,107808,PG-13
Gods of Egypt,2404233,PG-13
The Debt,1226753,R
The Mortal Instruments: City of Bones,1538403,PG-13
The Secret Garden,108071,G
Johnson Family Vacation,359517,PG-13
Endless Love,82329,R
The Core,298814,PG-13
The Great Muppet Caper,82474,G
The Adventures of the Wilderness Family,72610,G
Leatherheads,379865,PG-13
Monster's Ball,285742,R
Beverly Hills Ninja,118708,PG-13
Daddy's Little Girls,778661,PG-13
Bustin' Loose,82121,R
Eddie,116168,PG-13
Quarantine,1082868,R
Adrift,6306064,PG-13
The Eye,406759,PG-13
Transporter 3,1129442,PG-13
Nobody's Fool,8097306,R
The Wedding Date,372532,PG-13
9,472033,PG-13
The Bear,95800,PG
The Outlaw Josey Wales,75029,PG
Push,465580,PG-13
Lake Placid,139414,R
1941,78723,PG
Patriots Day,4572514,R
Extremely Loud & Incredibly Close,477302,PG-13
Children of a Lesser God,90830,R
Milk,1013753,R
Dressed to Kill,80661,R
Cop & ½,106613,PG
Leaving Las Vegas,113627,R
Bob & Carol & Ted & Alice,64100,R
"Definitely, Maybe",832266,PG-13
Lean on Me,97722,PG-13
Murder by Numbers,264935,R
Metro,119664,R
Psycho,54215,"R,M"
Paper Towns,3622592,PG-13
Scary Movie V,795461,PG-13
Cellular,337921,PG-13
Isle of Dogs,5104604,PG-13
Copycat,112722,R
The Shadow,111143,PG-13
Robin Hood,70608,G
Mr. Magorium's Wonder Emporium,457419,G
Entourage,1674771,R
Love & Other Drugs,758752,R
Nightcrawler,2872718,R
500 Days of Summer,1022603,PG-13
Black Sheep,115697,PG-13
Rumble in the Bronx,113326,R
The Sandlot,108037,PG
Bride of Chucky,144120,R
Paranormal Activity: The Marked Ones,2473682,R
The Men Who Stare at Goats,1234548,R
Mother's Day,4824302,PG-13
Unfriended,3713166,R
Jungle Fever,102175,R
October Sky,132477,PG
Bend It Like Beckham,286499,PG-13
Almost Famous,181875,R
The Pianist,253474,R
Darkness Falls,282209,PG-13
Hard Target,107076,"NC-17,R"
Proof of Life,228750,R
The Accidental Tourist,94606,PG
Just Friends,433400,PG-13
Because of Winn-Dixie,317132,PG
Don't Breathe 2,6246322,R
Coming Home,77362,R
Return to Me,122459,PG
The 13th Warrior,120657,R
Tommy Boy,114694,PG-13
Taking Lives,364045,R
When in Rome,1185416,PG-13
The Rite,1161864,PG-13
Dreamer,418647,PG
Zodiac,443706,R
Matilda,117008,PG
The Second Best Exotic Marigold Hotel,2555736,PG
Teen Wolf,90142,PG
Silverado,90022,PG-13
Amélie,211915,R
Striptease,117765,R
Forget Paris,113097,PG-13
Breach,401997,PG-13
Child's Play,94862,R
Grand Canyon,101969,R
Mr. Bean's Holiday,453451,G
Woman in Gold,2404425,PG-13
The Long Kiss Goodnight,116908,R
See Spot Run,250720,PG
Monster Trucks,3095734,PG
Planet of the Apes,63442,G
Halloween II,1311067,R
Jojo Rabbit,2584384,PG-13
Doubt,918927,PG-13
Blue Jasmine,2334873,PG-13
Black Knight,265087,PG-13
Pay It Forward,223897,PG-13
Fireproof,1129423,PG
2016: Obama's America,2247692,PG
Street Fighter,111301,PG-13
Heroes,76138,PG
Semi-Pro,839980,R
I Spy,297181,PG-13
Carrie,74285,R
Wind River,5362988,R
The Spy Who Dumped Me,6663582,R
Stuck on You,338466,PG-13
Where the Heart Is,198021,PG-13
The Pink Panther Strikes Again,75066,PG
All About Steve,881891,PG-13
Mickey Blue Eyes,130121,PG-13
Nice Dreams,82163,R
The Relic,120004,R
Closer,376541,R
Darkman,99365,R
Death Wish,1137450,R
The DUFF,1666801,PG-13
King Ralph,102216,PG
"Everything, Everything",5001718,PG-13
Snakes on a Plane,417148,R
The Truth About Cats & Dogs,117979,PG-13
My Dog Skip,156812,PG
The Best Man,168501,R
Tommy,73812,PG
The Hunted,269347,R
The Reader,976051,R
Instinct,128278,R
This Is Where I Leave You,1371150,R
Babel,449467,R
Alexander,346491,R
Malibu's Most Wanted,328099,PG-13
Texas Chainsaw,1572315,R
Thoroughly Modern Millie,62362,G
Little Darlings,81060,R
Inferno,3062096,PG-13
The Favourite,5083738,R
Like Father Like Son,93418,PG-13
The Foreigner,1615160,R
Psycho II,86154,R
Cradle 2 the Grave,306685,R
Adventures in Babysitting,92513,PG-13
Take the Lead,446046,PG-13
A Thin Line Between Love and Hate,117891,R
Freddy's Dead: The Final Nightmare,101917,R
Mom and Dad,40603,R
White Fang,103247,PG
The Bible: In the Beginning...,60164,G
Places in the Heart,87921,PG
Faces of Death,77533,
Aloha Bobby and Rose,73941,PG
Ghoulies,89200,PG-13
Red Heat,95963,R
Good Luck Chuck,452625,R
Excalibur,82348,"R,PG"
Midnight Express,77928,R
50/50,1306980,R
Good Deeds,1885265,PG-13
A Very Harold & Kumar Christmas,1268799,R
Step Up Revolution,1800741,PG-13
Drive,780504,R
The Skulls,192614,PG-13
The Hot Chick,302640,PG-13
Green Zone,947810,R
The 5th Wave,2304933,PG-13
Pan,3332064,PG
Commando,88944,R
Deck the Halls,790604,PG
Dragon: The Bruce Lee Story,106770,PG-13
Ouija: Origin of Evil,4361050,PG-13
Live and Let Die,70328,PG
The Boy Next Door,3181822,R
Peppermint,6850820,R
The Intruder,6722030,PG-13
The Hustle,1298644,PG-13
The Gauntlet,76070,R
Mermaids,100140,PG-13
Selena,120094,PG
The Ringer,267891,PG-13
No Way Out,93640,R
The American,1440728,R
Dirty Grandpa,1860213,R
Children of Men,206634,R
Larry Crowne,1583420,PG-13
Sharky's Machine,83064,R
Silkwood,86312,R
Smokin' Aces,475394,R
The Indian in the Cupboard,113419,PG
Jeepers Creepers 2,301470,R
Robin Hood: Men in Tights,107977,PG-13
Summer School,94072,PG-13
Changeling,824747,R
The Mothman Prophecies,265349,PG-13
National Security,271668,PG-13
Trouble with the Curve,2083383,PG-13
The Island,399201,PG-13
The Boy,3882082,PG-13
Shine,117631,PG-13
Alpha,4244998,PG-13
Taps,83169,PG
The Theory of Everything,2980516,PG-13
Dirty Harry,66999,R
The Pink Panther 2,838232,PG
Mortal Kombat: Annihilation,119707,PG-13
Accepted,384793,PG-13
The Commuter,1590193,PG-13
Beauty Shop,388500,"PG-13,R"
All of Me,86873,"PG-13,PG"
The Thin Red Line,120863,R
Sucker Punch,978764,"PG-13,R"
Son in Law,108186,PG-13
The Gentlemen,8367814,R
Million Dollar Arm,1647668,PG
Tarzan the Ape Man,83170,
Vegas Vacation,120434,PG
Soapdish,102951,PG-13
The 'Burbs,96734,PG
"To Wong Foo, Thanks for Everything! Julie Newmar",114682,PG-13
Freedom Writers,463998,PG-13
Gung Ho,91159,PG-13
Vampires Suck,1666186,PG-13
Taxi,316732,PG-13
Colombiana,1657507,PG-13
8MM,134273,R
Friday the 13th Part III,83972,R
Alive,106246,R
Recess: School's Out,265632,G
The Heartbreak Kid,408839,R
The Getaway,68638,PG
Junior,110216,PG-13
Best Friends,83641,PG
The Brave One,476964,R
Bounce,186894,PG-13
Keeping the Faith,171433,PG-13
Rear Window,47396,PG
30 Minutes or Less,1622547,R
The Guilt Trip,1694020,PG-13
Brubaker,80474,R
28 Days,191754,PG-13
The King's Man,6856242,R
Semi-Tough,78227,R
Crossroads,275022,PG-13
The Change-Up,1488555,R
Jumping the Broom,1640484,PG-13
The Roommate,1265990,PG-13
J. Edgar,1616195,R
Lawless,1212450,R
The Wild,405469,G
Man of the Year,483726,PG-13
The Longest Ride,2726560,PG-13
Paul,1092026,R
The Back-up Plan,1212436,PG-13
Raising Helen,350028,PG-13
Abraham Lincoln: Vampire Hunter,1611224,R
The Money Pit,91541,PG
In Time,1637688,PG-13
Out of Sight,120780,R
Invictus,1057500,PG-13
First Knight,113071,PG-13
Good Boy,326900,PG
Tom Jones,57590,
The Nativity Story,762121,PG
Pan's Labyrinth,457430,R
The Aristocats,65421,G
Red Riding Hood,1486185,PG-13
How Stella Got Her Groove Back,120703,R
Philomena,2431286,PG-13
Bill & Ted's Bogus Journey,101452,PG
Earth,393597,G
Showtime,284490,PG-13
Urban Legend,146336,R
Jigsaw,3348730,R
Spaceballs,94012,PG
Richie Rich,110989,PG
Harold & Kumar Escape from Guantanamo Bay,481536,R
Ninja Assassin,1186367,R
The Doctor,101746,PG-13
The Running Man,93894,R
10 Things I Hate About You,147800,PG-13
Treasure Planet,133240,PG
Scream 4,1262416,R
